0.65	60
0.65	68
0.94	61
0.94	70
0.94	73
1.26	46
1.26	58
1.26	67
1.58	48
1.58	53
1.88	72
1.89	60
1.89	68
1.90	48
2.19	45
2.19	65
2.51	44
2.51	48
2.51	53
2.51	60
2.51	72
2.82	46
2.82	55
2.82	64
2.83	48
3.13	44
3.13	53
3.13	60
3.13	65
3.13	72
3.14	48
3.45	52
3.45	55
3.45	60
3.45	67
3.76	70
3.76	72
3.77	53
4.09	48
4.09	68
4.38	48
4.38	63
4.38	72
4.69	65
4.69	73
5.01	61
5.01	70
5.33	44
5.33	45
5.33	68
5.63	63
5.63	66
5.63	72
5.96	60
5.96	68
6.26	60
6.26	63
6.26	68
6.57	46
6.57	58
6.57	61
6.57	63
6.57	67
6.57	70
6.89	48
6.89	60
6.89	63
6.89	68
6.89	72
7.20	46
7.20	55
7.20	58
7.20	63
7.20	70
7.51	60
7.51	63
7.51	72
7.82	72
8.14	60
8.14	63
8.14	66
8.14	68
8.14	72
8.14	75
8.45	46
8.45	58
8.45	61
8.45	67
8.45	75
8.76	68
8.76	72
8.76	75
9.07	46
9.07	55
9.07	58
9.07	70
9.07	82
9.38	73
9.69	72
10.01	49
10.01	58
10.01	77
10.33	51
10.33	60
10.33	68
10.95	51
10.95	61
10.95	67
10.95	70
11.27	68
11.88	79
11.88	80
12.05	77
12.05	81
12.20	51
12.20	68
12.20	72
12.21	60
12.82	51
12.82	61
12.82	67
12.82	70
13.14	60
13.15	68
13.76	72
13.77	60
13.77	68
14.07	61
14.07	70
14.07	73
14.38	46
14.38	58
14.38	67
14.70	48
14.70	53
15.00	72
15.02	60
15.02	68
15.03	48
15.32	45
15.32	65
15.63	44
15.63	48
15.63	53
15.63	60
15.63	72
15.95	46
15.95	48
15.95	55
15.95	64
16.26	44
16.26	48
16.26	53
16.26	60
16.26	65
16.26	72
16.57	52
16.57	55
16.57	60
16.57	67
16.89	53
16.89	70
16.89	72
17.21	48
17.21	68
17.51	48
17.51	63
17.51	72
17.82	65
17.82	73
18.13	61
18.13	70
18.45	44
18.45	45
18.45	68
18.76	63
18.76	66
18.76	72
19.08	60
19.09	68
19.39	60
19.39	63
19.39	68
19.39	72
19.70	46
19.70	58
19.70	61
19.70	63
19.70	67
19.70	70
20.01	60
20.01	63
20.01	68
20.01	72
20.02	48
20.32	46
20.32	48
20.32	55
20.32	58
20.32	63
20.32	70
20.63	72
20.64	60
20.64	63
20.94	72
21.26	63
21.26	72
21.26	75
21.27	48
21.27	60
21.27	68
21.57	46
21.57	58
21.57	61
21.57	67
21.57	75
21.89	60
21.89	68
21.89	72
21.89	75
22.20	46
22.20	55
22.20	58
22.20	70
22.20	82
22.51	73
22.82	72
23.14	49
23.14	58
23.14	77
23.45	51
23.45	60
23.46	68
24.07	51
24.07	61
24.07	67
24.07	70
24.39	60
24.40	68
25.00	79
25.17	77
25.17	81
25.33	51
25.33	68
25.34	60
25.95	51
25.95	61
25.95	67
25.95	70
26.27	68
26.88	49
26.88	72
26.88	75
27.19	73
27.19	76
27.19	80
27.51	46
27.51	55
27.51	70
27.51	73
27.82	34
27.82	46
27.82	61
28.13	72
28.13	75
28.45	60
28.45	68
28.45	72
28.76	60
28.76	63
28.76	67
28.76	72
29.07	46
29.07	51
29.07	54
29.07	75
29.07	78
29.38	57
29.38	72
29.38	79
29.70	60
29.70	63
29.70	66
29.70	72
30.01	73
30.01	77
30.32	46
30.32	58
30.32	61
30.32	70
30.32	73
30.63	46
30.63	61
30.63	65
30.94	34
30.94	46
30.94	53
30.94	65
30.94	70
31.57	45
31.57	63
31.57	69
31.57	72
31.88	34
31.88	46
31.88	61
31.88	70
32.51	46
32.51	51
32.51	78
32.67	77
32.67	81
32.82	34
32.82	41
32.82	46
32.82	53
32.82	61
32.82	65
32.82	70
32.82	73
33.44	45
33.44	63
33.44	69
33.44	72
33.45	53
33.76	34
33.76	46
33.76	61
33.76	70
34.38	41
34.38	45
34.38	53
34.38	63
34.38	69
34.38	73
34.54	72
34.69	61
34.69	70
34.70	34
34.70	46
34.70	58
35.32	41
35.32	45
35.32	53
35.32	63
35.32	69
35.32	73
35.47	72
35.63	46
35.63	58
35.63	61
35.63	70
36.26	61
36.26	73
36.41	60
36.41	72
36.41	79
36.57	46
36.57	58
36.57	70
36.73	60
36.73	72
36.73	79
36.88	61
36.88	73
37.04	60
37.04	72
37.04	79
37.19	46
37.19	58
37.19	70
37.35	60
37.35	72
37.35	79
37.51	46
37.51	58
37.51	70
37.67	68
37.67	80
37.82	55
37.82	64
37.82	67
37.99	55
37.99	68
38.13	55
38.13	64
38.13	67
38.29	53
38.29	65
38.46	52
38.46	64
38.60	53
38.60	65
38.76	55
38.76	64
38.76	67
38.91	51
38.91	65
38.92	53
39.08	68
39.22	47
39.22	59
39.38	48
39.38	60
39.69	72
39.70	60
40.02	60
40.02	68
40.32	61
40.32	70
40.32	73
40.63	46
40.63	58
40.64	67
40.94	46
40.94	76
41.26	51
41.26	60
41.26	68
41.26	72
41.26	77
41.26	80
41.57	56
41.57	65
41.57	80
41.88	64
41.88	84
42.19	85
42.20	52
42.20	55
42.50	46
42.50	58
42.50	70
42.50	82
42.51	55
42.82	46
42.82	48
42.82	55
42.82	82
43.13	53
43.13	56
43.13	84
43.44	72
43.44	80
43.45	60
43.76	51
43.76	60
43.76	65
43.76	80
44.07	46
44.07	55
44.07	58
44.07	64
44.07	82
44.38	79
44.39	46
44.39	61
44.39	64
44.69	79
44.70	46
44.70	58
44.70	61
44.70	64
45.01	62
45.01	80
45.33	68
45.33	77
45.33	80
45.64	48
45.64	62
45.95	72
45.95	77
45.96	68
46.36	80
46.57	60
46.57	70
46.57	72
46.57	76
46.57	79
46.89	68
46.89	77
46.90	80
47.51	48
47.51	51
47.51	75
47.66	73
47.82	48
47.82	65
47.83	68
48.45	48
48.45	58
48.45	64
48.45	67
48.75	53
48.75	65
49.70	36
49.70	48
49.70	52
50.63	41
50.63	53
51.26	49
51.26	72
51.26	75
51.57	73
51.57	76
51.88	46
51.88	55
51.88	58
51.88	70
51.88	73
52.19	46
52.19	61
52.51	72
52.51	75
52.82	68
52.83	60
53.14	60
53.14	63
53.14	67
53.14	72
53.45	46
53.45	49
53.45	75
53.45	78
53.76	45
53.76	48
53.76	57
53.76	72
53.76	79
54.07	63
54.07	66
54.07	72
54.08	48
54.08	60
54.38	73
54.38	77
54.38	78
54.69	46
54.69	58
54.69	61
54.69	70
54.69	73
55.01	46
55.01	61
55.01	65
55.32	34
55.32	46
55.32	53
55.32	65
55.32	70
55.94	45
55.94	69
55.94	72
55.95	63
56.26	46
56.26	58
56.26	61
56.26	70
56.89	46
56.89	78
57.05	77
57.05	81
57.19	34
57.19	53
57.19	61
57.19	65
57.19	70
57.82	45
57.82	53
57.82	63
57.82	69
57.82	72
58.13	46
58.13	58
58.13	61
58.13	70
58.76	45
58.76	53
58.76	69
58.76	73
58.91	72
59.07	46
59.07	58
59.07	61
59.07	70
59.69	45
59.69	53
59.69	69
59.69	73
59.85	72
60.01	46
60.01	58
60.01	61
60.01	70
60.63	61
60.63	73
60.79	60
60.79	72
60.79	79
60.94	46
60.94	58
60.94	70
61.10	48
61.10	60
61.10	72
61.10	79
61.26	61
61.26	73
61.41	60
61.41	72
61.41	79
61.57	46
61.57	58
61.57	70
61.73	60
61.73	72
61.73	79
61.88	46
