-1.0000000000, 70.0000000000, 66.0000000000, 0.5000000000, 0.0000000000
-0.5000000000, 70.0000000000, 66.0000000000, 0.5000000000, 0.0000000000
0.0000000000, 71.0000000000, 66.0000000000, 0.2500000000, 0.0000000000
0.2500000000, 72.0000000000, 67.0000000000, 0.7500000000, 0.0000000000
1.0000000000, 63.0000000000, 62.0000000000, 0.5000000000, 1.0000000000
1.5000000000, 58.0000000000, 59.0000000000, 0.5000000000, 1.0000000000
2.0000000000, 74.0000000000, 68.0000000000, 0.5000000000, 0.0000000000
2.5000000000, 74.0000000000, 68.0000000000, 0.5000000000, 0.0000000000
3.0000000000, 74.0000000000, 68.0000000000, 0.2500000000, 0.0000000000
3.2500000000, 75.0000000000, 69.0000000000, 0.7500000000, 0.0000000000
4.0000000000, 67.0000000000, 64.0000000000, 0.5000000000, 1.0000000000
4.5000000000, 58.0000000000, 59.0000000000, 0.5000000000, 1.0000000000
5.0000000000, 77.0000000000, 70.0000000000, 0.5000000000, 0.0000000000
5.5000000000, 77.0000000000, 70.0000000000, 0.5000000000, 0.0000000000
6.0000000000, 78.0000000000, 70.0000000000, 0.2500000000, 0.0000000000
6.2500000000, 79.0000000000, 71.0000000000, 0.7500000000, 0.0000000000
7.0000000000, 63.0000000000, 62.0000000000, 0.5000000000, 1.0000000000
7.5000000000, 58.0000000000, 59.0000000000, 0.5000000000, 1.0000000000
8.0000000000, 81.0000000000, 72.0000000000, 0.5000000000, 0.0000000000
8.5000000000, 81.0000000000, 72.0000000000, 0.5000000000, 0.0000000000
9.0000000000, 81.0000000000, 72.0000000000, 0.2500000000, 0.0000000000
9.2500000000, 82.0000000000, 73.0000000000, 0.7500000000, 0.0000000000
10.0000000000, 65.0000000000, 63.0000000000, 0.5000000000, 1.0000000000
10.5000000000, 62.0000000000, 61.0000000000, 0.5000000000, 1.0000000000
11.0000000000, 70.0000000000, 66.0000000000, 0.5000000000, 0.0000000000
11.5000000000, 70.0000000000, 66.0000000000, 0.5000000000, 0.0000000000
12.0000000000, 75.0000000000, 69.0000000000, 0.5000000000, 0.0000000000
12.5000000000, 77.0000000000, 70.0000000000, 0.5000000000, 0.0000000000
13.0000000000, 78.0000000000, 71.0000000000, 0.5000000000, 0.0000000000
13.5000000000, 77.0000000000, 70.0000000000, 0.5000000000, 0.0000000000
14.0000000000, 75.0000000000, 69.0000000000, 0.5000000000, 0.0000000000
14.5000000000, 74.0000000000, 68.0000000000, 0.5000000000, 0.0000000000
15.0000000000, 75.0000000000, 69.0000000000, 0.5000000000, 0.0000000000
15.5000000000, 77.0000000000, 70.0000000000, 0.5000000000, 0.0000000000
16.0000000000, 78.0000000000, 71.0000000000, 0.5000000000, 0.0000000000
16.5000000000, 79.0000000000, 71.0000000000, 0.5000000000, 0.0000000000
17.0000000000, 80.0000000000, 72.0000000000, 0.5000000000, 0.0000000000
17.5000000000, 81.0000000000, 72.0000000000, 0.5000000000, 0.0000000000
18.0000000000, 82.0000000000, 73.0000000000, 1.0000000000, 0.0000000000
20.0000000000, 58.0000000000, 59.0000000000, 0.2500000000, 0.0000000000
20.2500000000, 59.0000000000, 60.0000000000, 0.2500000000, 0.0000000000
20.5000000000, 58.0000000000, 59.0000000000, 0.2500000000, 0.0000000000
20.7500000000, 57.0000000000, 58.0000000000, 0.2500000000, 0.0000000000
21.0000000000, 58.0000000000, 59.0000000000, 1.0000000000, 0.0000000000
23.0000000000, 70.0000000000, 66.0000000000, 0.2500000000, 0.0000000000
23.2500000000, 72.0000000000, 67.0000000000, 0.2500000000, 0.0000000000
23.5000000000, 70.0000000000, 66.0000000000, 0.2500000000, 0.0000000000
23.7500000000, 69.0000000000, 65.0000000000, 0.2500000000, 0.0000000000
24.0000000000, 70.0000000000, 66.0000000000, 1.0000000000, 0.0000000000
25.0000000000, 67.0000000000, 64.0000000000, 0.7500000000, 1.0000000000
25.7500000000, 70.0000000000, 66.0000000000, 0.2500000000, 0.0000000000
26.0000000000, 75.0000000000, 69.0000000000, 0.7500000000, 0.0000000000
26.7500000000, 75.0000000000, 69.0000000000, 0.2500000000, 0.0000000000
27.0000000000, 75.0000000000, 69.0000000000, 1.0000000000, 0.0000000000
28.0000000000, 74.0000000000, 68.0000000000, 1.0000000000, 0.0000000000
29.0000000000, 70.0000000000, 66.0000000000, 0.2500000000, 0.0000000000
29.2500000000, 72.0000000000, 67.0000000000, 0.2500000000, 0.0000000000
29.5000000000, 70.0000000000, 66.0000000000, 0.2500000000, 0.0000000000
29.7500000000, 69.0000000000, 65.0000000000, 0.2500000000, 0.0000000000
30.0000000000, 70.0000000000, 66.0000000000, 1.0000000000, 0.0000000000
31.0000000000, 67.0000000000, 64.0000000000, 0.7500000000, 1.0000000000
31.7500000000, 70.0000000000, 66.0000000000, 0.2500000000, 0.0000000000
32.0000000000, 79.0000000000, 71.0000000000, 0.7500000000, 0.0000000000
32.7500000000, 79.0000000000, 71.0000000000, 0.2500000000, 0.0000000000
33.0000000000, 82.0000000000, 73.0000000000, 1.0000000000, 0.0000000000
34.0000000000, 80.0000000000, 72.0000000000, 1.0000000000, 0.0000000000
35.0000000000, 80.0000000000, 72.0000000000, 0.2500000000, 0.0000000000
35.2500000000, 82.0000000000, 73.0000000000, 0.2500000000, 0.0000000000
35.5000000000, 80.0000000000, 72.0000000000, 0.2500000000, 0.0000000000
35.7500000000, 77.0000000000, 70.0000000000, 0.2500000000, 0.0000000000
36.0000000000, 79.0000000000, 71.0000000000, 0.2500000000, 0.0000000000
36.2500000000, 80.0000000000, 72.0000000000, 0.2500000000, 0.0000000000
36.5000000000, 79.0000000000, 71.0000000000, 0.2500000000, 0.0000000000
36.7500000000, 75.0000000000, 69.0000000000, 0.2500000000, 0.0000000000
37.0000000000, 82.0000000000, 73.0000000000, 0.3333333400, 0.0000000000
37.3333320000, 80.0000000000, 72.0000000000, 0.3333333400, 0.0000000000
37.6666680000, 79.0000000000, 71.0000000000, 0.3333333400, 0.0000000000
38.0000000000, 77.0000000000, 70.0000000000, 0.3333333400, 0.0000000000
38.3333320000, 75.0000000000, 69.0000000000, 0.3333333400, 0.0000000000
38.6666680000, 73.0000000000, 68.0000000000, 0.3333333400, 0.0000000000
39.0000000000, 72.0000000000, 67.0000000000, 0.2500000000, 0.0000000000
39.2500000000, 73.0000000000, 68.0000000000, 0.2500000000, 0.0000000000
39.5000000000, 72.0000000000, 67.0000000000, 0.2500000000, 0.0000000000
39.7500000000, 68.0000000000, 65.0000000000, 0.2500000000, 0.0000000000
40.0000000000, 84.0000000000, 74.0000000000, 0.3333333400, 0.0000000000
40.3333320000, 82.0000000000, 73.0000000000, 0.3333333400, 0.0000000000
40.6666680000, 80.0000000000, 72.0000000000, 0.3333333400, 0.0000000000
41.0000000000, 79.0000000000, 71.0000000000, 0.3333333400, 0.0000000000
41.3333320000, 77.0000000000, 70.0000000000, 0.3333333400, 0.0000000000
41.6666680000, 76.0000000000, 69.0000000000, 0.3333333400, 0.0000000000
42.0000000000, 77.0000000000, 70.0000000000, 0.2500000000, 0.0000000000
42.2500000000, 79.0000000000, 71.0000000000, 0.2500000000, 0.0000000000
42.5000000000, 77.0000000000, 70.0000000000, 0.2500000000, 0.0000000000
42.7500000000, 72.0000000000, 67.0000000000, 0.2500000000, 0.0000000000
43.0000000000, 84.0000000000, 74.0000000000, 0.3333333400, 0.0000000000
43.3333320000, 82.0000000000, 73.0000000000, 0.3333333400, 0.0000000000
43.6666680000, 80.0000000000, 72.0000000000, 0.3333333400, 0.0000000000
44.0000000000, 79.0000000000, 71.0000000000, 0.3333333400, 0.0000000000
44.3333320000, 77.0000000000, 70.0000000000, 0.3333333400, 0.0000000000
44.6666680000, 75.0000000000, 69.0000000000, 0.3333333400, 0.0000000000
45.0000000000, 75.0000000000, 69.0000000000, 1.0000000000, 0.0000000000
46.0000000000, 74.0000000000, 68.0000000000, 1.0000000000, 0.0000000000
47.0000000000, 70.0000000000, 66.0000000000, 0.2500000000, 0.0000000000
47.2500000000, 72.0000000000, 67.0000000000, 0.2500000000, 0.0000000000
47.5000000000, 70.0000000000, 66.0000000000, 0.2500000000, 0.0000000000
47.7500000000, 67.0000000000, 64.0000000000, 0.2500000000, 0.0000000000
48.0000000000, 68.0000000000, 65.0000000000, 1.0000000000, 0.0000000000
49.0000000000, 65.0000000000, 63.0000000000, 1.0000000000, 0.0000000000
50.0000000000, 74.0000000000, 68.0000000000, 0.2500000000, 0.0000000000
50.2500000000, 75.0000000000, 69.0000000000, 0.2500000000, 0.0000000000
50.5000000000, 74.0000000000, 68.0000000000, 0.2500000000, 0.0000000000
50.7500000000, 70.0000000000, 66.0000000000, 0.2500000000, 0.0000000000
51.0000000000, 75.0000000000, 69.0000000000, 1.0000000000, 0.0000000000
52.0000000000, 79.0000000000, 71.0000000000, 1.0000000000, 0.0000000000
53.0000000000, 70.0000000000, 66.0000000000, 0.2500000000, 0.0000000000
