pattern1
occurrence1
511.0, 53.0
511.0, 57.0
511.0, 63.0
511.0, 74.0
512.0, 53.0
512.0, 57.0
512.0, 63.0
512.5, 72.0
513.0, 53.0
513.0, 57.0
513.0, 63.0
513.0, 77.0
513.5, 72.0
514.0, 53.0
514.0, 57.0
514.0, 63.0
514.0, 74.0
515.0, 53.0
515.0, 57.0
515.0, 63.0
515.5, 72.0
516.0, 46.0
516.0, 72.0
516.5, 70.0
517.0, 54.0
517.0, 58.0
517.0, 63.0
517.0, 70.0
518.0, 54.0
518.0, 58.0
518.0, 63.0
518.5, 66.0
519.0, 46.0
519.0, 66.0
519.5, 65.0
520.0, 53.0
520.0, 58.0
520.0, 62.0
520.0, 65.0
occurrence2
524.0, 53.0
524.0, 57.0
524.0, 63.0
524.5, 72.0
525.0, 53.0
525.0, 57.0
525.0, 63.0
525.0, 77.0
525.5, 72.0
526.0, 53.0
526.0, 57.0
526.0, 63.0
526.0, 74.0
527.0, 53.0
527.0, 57.0
527.0, 63.0
527.5, 72.0
528.0, 46.0
528.0, 72.0
528.5, 70.0
529.0, 54.0
529.0, 61.0
529.0, 64.0
529.0, 70.0
530.0, 54.0
530.0, 61.0
530.0, 64.0
530.5, 66.0
531.0, 54.0
531.0, 61.0
531.0, 64.0
532.0, 54.0
532.0, 61.0
532.0, 64.0
pattern2
occurrence1
466.0, 55.0
466.0, 58.0
466.0, 64.0
466.0, 73.0
467.0, 55.0
467.0, 58.0
467.0, 64.0
468.0, 46.0
468.75, 72.0
469.0, 55.0
469.0, 60.0
469.0, 64.0
469.0, 72.0
470.0, 55.0
470.0, 60.0
470.0, 64.0
470.5, 70.0
471.0, 46.0
471.0, 70.0
471.5, 66.0
472.0, 54.0
472.0, 61.0
472.0, 64.0
472.0, 66.0
473.0, 54.0
473.0, 61.0
473.0, 64.0
474.0, 46.0
474.0, 72.0
474.5, 70.0
475.0, 54.0
475.0, 60.0
475.0, 63.0
475.0, 70.0
476.0, 54.0
476.0, 60.0
476.0, 63.0
476.5, 66.0
477.0, 46.0
477.0, 66.0
477.5, 65.0
478.0, 53.0
478.0, 61.0
478.0, 65.0
occurrence2
490.0, 55.0
490.0, 58.0
490.0, 64.0
490.0, 73.0
491.0, 55.0
491.0, 58.0
491.0, 64.0
492.0, 46.0
492.75, 72.0
493.0, 55.0
493.0, 60.0
493.0, 64.0
493.0, 72.0
494.0, 55.0
494.0, 60.0
494.0, 64.0
494.5, 70.0
495.0, 46.0
495.0, 70.0
495.5, 66.0
496.0, 54.0
496.0, 61.0
496.0, 64.0
496.0, 66.0
497.0, 54.0
497.0, 61.0
497.0, 64.0
498.0, 46.0
498.0, 72.0
498.5, 70.0
499.0, 54.0
499.0, 63.0
499.0, 70.0
500.0, 54.0
500.0, 63.0
500.5, 66.0
501.0, 46.0
501.0, 66.0
501.5, 65.0
502.0, 53.0
502.0, 62.0
502.0, 65.0
pattern3
occurrence1
139.0, 56.0
139.0, 60.0
139.0, 66.0
139.0, 68.0
139.5, 69.0
139.5, 72.0
140.0, 56.0
140.0, 60.0
140.0, 66.0
140.0, 68.0
140.0, 77.0
