0.81	64
1.60	60
2.39	65
3.20	56
3.20	63
3.20	75
5.02	62
5.02	86
5.39	59
5.75	64
6.12	60
6.49	57
6.85	66
6.86	54
6.86	69
7.22	63
7.58	52
7.58	64
7.58	67
7.58	71
7.58	79
7.94	64
8.02	62
8.10	60
8.18	59
8.28	57
8.28	72
8.62	60
8.71	59
8.79	57
8.88	55
8.96	54
8.96	63
8.96	66
9.05	55
9.14	57
9.43	55
9.51	54
9.51	66
9.60	52
9.68	51
9.77	64
9.86	54
9.86	66
10.13	52
10.22	51
10.31	49
10.40	46
10.40	66
10.41	47
10.78	69
10.94	49
11.03	51
11.03	70
11.13	66
11.20	66
11.20	70
11.40	51
11.48	71
11.48	83
11.56	51
11.64	49
11.73	51
11.82	64
11.82	67
12.20	64
12.25	52
12.34	53
12.44	55
12.53	57
12.53	61
12.88	69
12.88	81
12.96	55
12.96	67
13.04	53
13.04	72
13.13	52
13.24	50
13.24	62
13.24	65
13.59	50
13.59	62
13.59	81
13.59	86
13.67	50
13.75	52
13.85	53
13.93	55
13.93	59
14.29	67
14.37	53
14.53	50
14.53	62
14.63	48
14.63	60
14.63	64
14.63	67
14.98	60
15.13	50
15.13	62
15.33	52
15.33	59
15.33	64
15.33	76
15.50	53
15.57	52
15.68	50
15.68	62
15.68	68
15.68	80
15.83	71
15.84	52
15.84	64
16.04	57
16.04	72
16.40	69
16.40	81
16.48	67
16.56	65
16.64	64
16.76	62
16.76	77
17.12	46
17.12	65
17.20	64
17.28	62
17.28	81
17.37	60
17.45	59
17.45	68
17.45	80
17.52	60
17.61	62
17.79	53
17.79	65
17.79	72
17.89	62
18.06	46
18.06	57
18.13	47
18.13	56
18.29	59
18.46	50
18.46	62
18.55	57
18.71	54
18.71	66
18.81	44
18.81	64
19.16	46
19.16	47
19.16	66
19.16	74
19.35	54
19.35	66
19.45	56
19.54	64
19.54	71
19.72	57
19.81	55
19.89	57
19.89	76
20.02	66
20.03	54
20.22	72
20.23	45
20.23	57
20.59	69
20.59	81
20.68	57
20.75	59
20.85	60
20.93	62
20.93	66
21.27	54
21.27	66
21.27	74
21.36	60
21.44	59
21.53	57
21.64	55
21.64	67
21.64	71
21.64	83
21.99	67
22.06	55
22.14	57
22.23	59
22.33	60
22.33	64
22.43	60
22.68	72
22.76	58
22.76	70
22.85	57
22.93	55
22.93	67
23.05	53
23.05	69
23.05	81
23.12	53
23.23	65
23.42	55
23.42	67
23.42	71
23.59	65
23.76	57
23.76	72
23.83	64
23.93	65
24.01	67
24.09	69
24.10	55
24.10	81
24.19	67
24.19	79
24.27	65
24.34	48
24.34	64
24.43	62
24.51	72
24.61	74
24.69	76
24.77	50
24.77	77
24.86	76
24.95	74
25.01	72
25.10	55
25.10	71
25.19	62
25.29	64
25.36	65
25.45	53
25.45	67
25.55	65
25.62	64
25.71	62
25.80	60
25.87	60
26.15	55
26.15	84
26.23	48
26.23	83
26.31	48
26.31	81
26.39	79
26.49	57
26.49	60
26.49	77
26.85	65
26.85	81
26.93	79
27.01	77
27.10	76
27.17	62
27.17	74
27.18	48
27.26	76
27.33	77
27.50	69
27.50	81
27.59	76
27.69	74
27.77	72
27.87	62
27.87	71
27.95	72
28.03	74
28.22	65
28.30	72
28.38	71
28.45	69
28.45	81
28.56	59
28.56	67
28.90	53
28.90	62
28.90	67
29.08	69
29.15	71
29.25	50
29.25	65
29.25	71
29.25	77
29.45	72
29.54	71
29.61	55
29.61	62
29.61	67
29.78	69
29.86	71
29.95	64
29.95	67
29.95	72
30.31	60
30.38	60
30.58	54
30.58	66
30.68	55
30.68	57
30.84	55
30.93	66
31.02	55
31.02	62
31.02	67
31.09	54
