pattern1
occurrence1
480.0, 73.0
480.0, 76.0
481.0, 55.0
481.0, 58.0
481.0, 70.0
481.0, 73.0
482.0, 58.0
482.0, 61.0
483.0, 72.0
483.0, 75.0
484.0, 56.0
484.0, 60.0
484.0, 68.0
484.0, 72.0
485.0, 60.0
485.0, 63.0
486.0, 75.0
486.0, 78.0
487.0, 57.0
487.0, 60.0
487.0, 72.0
487.0, 75.0
488.0, 60.0
488.0, 63.0
489.0, 73.0
489.0, 77.0
490.0, 58.0
490.0, 61.0
490.0, 70.0
490.0, 73.0
491.0, 61.0
491.0, 65.0
492.0, 53.0
492.0, 61.0
492.0, 65.0
492.0, 70.0
494.0, 53.0
494.0, 63.0
494.0, 69.0
494.0, 72.0
495.0, 58.0
495.0, 61.0
495.0, 70.0
497.0, 78.0
497.5, 77.0
498.0, 53.0
498.0, 61.0
498.0, 70.0
500.0, 53.0
500.0, 63.0
500.0, 69.0
500.0, 72.0
501.0, 58.0
501.0, 61.0
501.0, 70.0
503.0, 53.0
503.0, 63.0
503.0, 69.0
503.0, 73.0
503.5, 72.0
504.0, 58.0
504.0, 61.0
504.0, 70.0
506.0, 53.0
506.0, 63.0
506.0, 69.0
506.0, 73.0
506.5, 72.0
507.0, 58.0
507.0, 61.0
507.0, 70.0
509.0, 61.0
509.0, 73.0
509.5, 60.0
509.5, 72.0
510.0, 58.0
510.0, 70.0
510.5, 60.0
510.5, 72.0
511.0, 61.0
511.0, 73.0
511.5, 60.0
511.5, 72.0
512.0, 58.0
512.0, 70.0
512.5, 60.0
512.5, 72.0
513.0, 58.0
513.0, 70.0
513.5, 56.0
513.5, 68.0
514.0, 55.0
514.0, 67.0
514.5, 56.0
514.5, 68.0
515.0, 55.0
515.0, 67.0
515.5, 53.0
515.5, 65.0
516.0, 52.0
516.0, 64.0
516.5, 53.0
516.5, 65.0
517.0, 55.0
517.0, 67.0
517.5, 53.0
517.5, 65.0
518.0, 56.0
518.0, 68.0
518.5, 47.0
518.5, 59.0
519.0, 48.0
519.0, 60.0
520.0, 60.0
521.0, 60.0
521.0, 68.0
522.0, 61.0
522.0, 70.0
523.0, 58.0
523.0, 67.0
524.0, 58.0
524.0, 67.0
524.0, 76.0
525.0, 60.0
525.0, 68.0
525.0, 77.0
526.0, 56.0
526.0, 65.0
526.0, 80.0
527.0, 53.0
527.0, 56.0
527.0, 84.0
528.0, 52.0
528.0, 55.0
528.0, 85.0
529.0, 55.0
529.0, 58.0
529.0, 82.0
530.0, 55.0
530.0, 58.0
530.0, 82.0
531.0, 53.0
531.0, 56.0
531.0, 84.0
532.0, 56.0
532.0, 60.0
532.0, 80.0
533.0, 56.0
533.0, 60.0
533.0, 65.0
533.0, 80.0
534.0, 55.0
534.0, 58.0
534.0, 64.0
534.0, 82.0
535.0, 58.0
535.0, 61.0
535.0, 64.0
535.0, 79.0
536.0, 58.0
536.0, 61.0
536.0, 64.0
536.0, 79.0
537.0, 59.0
537.0, 62.0
537.0, 65.0
537.0, 80.0
538.0, 68.0
538.0, 77.0
539.0, 59.0
539.0, 62.0
539.0, 68.0
539.0, 77.0
540.0, 60.0
540.0, 68.0
540.0, 77.0
542.0, 60.0
542.0, 70.0
542.0, 76.0
542.0, 79.0
543.0, 65.0
543.0, 68.0
543.0, 77.0
545.0, 75.0
545.5, 73.0
546.0, 48.0
546.0, 56.0
546.0, 65.0
548.0, 48.0
548.0, 58.0
548.0, 64.0
548.0, 67.0
549.0, 53.0
549.0, 56.0
549.0, 65.0
552.0, 36.0
552.0, 48.0
552.0, 52.0
552.0, 55.0
552.0, 60.0
555.0, 41.0
555.0, 53.0
occurrence2
84.0, 73.0
