3.0000000000, 48.0000000000, 53.0000000000, 1.0000000000, 3.0000000000
4.0000000000, 53.0000000000, 56.0000000000, 1.5000000000, 3.0000000000
5.5000000000, 55.0000000000, 57.0000000000, 0.5000000000, 3.0000000000
6.0000000000, 57.0000000000, 58.0000000000, 0.5000000000, 3.0000000000
6.5000000000, 58.0000000000, 59.0000000000, 0.5000000000, 3.0000000000
7.0000000000, 60.0000000000, 60.0000000000, 1.0000000000, 3.0000000000
8.0000000000, 62.0000000000, 61.0000000000, 2.0000000000, 3.0000000000
12.0000000000, 55.0000000000, 57.0000000000, 1.0000000000, 3.0000000000
13.0000000000, 60.0000000000, 60.0000000000, 2.0000000000, 3.0000000000
15.0000000000, 59.0000000000, 59.0000000000, 1.0000000000, 3.0000000000
16.0000000000, 60.0000000000, 60.0000000000, 1.0000000000, 3.0000000000
17.0000000000, 57.0000000000, 58.0000000000, 1.0000000000, 3.0000000000
18.0000000000, 58.0000000000, 59.0000000000, 1.0000000000, 3.0000000000
19.0000000000, 60.0000000000, 60.0000000000, 1.0000000000, 3.0000000000
20.0000000000, 57.0000000000, 58.0000000000, 1.0000000000, 3.0000000000
21.0000000000, 62.0000000000, 61.0000000000, 1.0000000000, 3.0000000000
22.0000000000, 55.0000000000, 57.0000000000, 0.5000000000, 3.0000000000
22.5000000000, 55.0000000000, 57.0000000000, 0.5000000000, 3.0000000000
23.0000000000, 58.0000000000, 59.0000000000, 2.0000000000, 3.0000000000
25.0000000000, 57.0000000000, 58.0000000000, 1.0000000000, 3.0000000000
26.0000000000, 55.0000000000, 57.0000000000, 2.0000000000, 3.0000000000
28.0000000000, 53.0000000000, 56.0000000000, 2.0000000000, 3.0000000000
