0.59	65
1.13	77
1.93	65
2.34	77
2.62	65
2.92	76
3.59	66
4.01	76
4.28	66
4.60	75
5.31	67
5.66	75
5.97	67
6.28	74
7.25	68
7.67	74
8.07	68
8.63	41
8.63	73
9.27	75
9.28	63
9.29	53
9.52	69
9.75	73
9.95	69
10.13	69
10.17	46
10.46	70
10.61	61
10.61	70
11.17	61
11.17	70
11.18	51
11.63	44
11.63	77
12.05	56
12.05	66
12.26	72
12.49	77
12.50	56
12.67	72
12.84	49
12.84	72
13.15	73
13.25	56
13.25	65
13.25	68
13.25	73
13.71	73
13.72	55
13.72	65
14.25	68
14.25	80
14.80	65
14.81	60
14.81	70
15.02	76
15.19	80
15.20	67
15.21	60
15.37	76
15.50	76
15.53	53
15.81	77
15.92	60
15.92	68
15.92	77
16.46	77
16.46	89
16.91	41
16.91	81
17.31	78
17.31	90
17.43	60
17.43	63
17.95	63
17.95	69
18.49	72
18.49	84
19.12	53
19.12	61
19.12	65
19.46	70
19.83	68
20.14	66
20.51	46
20.51	65
21.01	63
21.29	66
21.29	69
21.59	63
21.59	65
21.78	63
21.78	75
21.94	63
22.24	61
22.24	70
22.37	58
22.37	61
22.37	68
22.37	70
22.85	67
22.85	70
23.32	56
23.32	68
23.32	77
23.79	56
23.79	66
23.96	72
24.21	56
24.21	68
24.21	77
24.39	72
24.40	66
24.54	66
24.55	49
24.83	65
24.83	73
24.93	56
24.93	61
24.93	65
24.93	68
25.37	71
25.37	73
25.38	55
25.87	72
25.87	80
25.87	84
25.88	68
26.35	70
26.36	60
26.56	73
26.56	76
26.80	60
26.80	70
26.80	80
26.97	70
26.97	76
27.11	70
27.16	53
27.42	69
27.42	77
27.53	60
27.53	65
27.53	69
27.75	53
28.04	77
28.04	89
28.05	60
28.51	41
28.51	80
28.51	92
28.95	78
28.95	90
29.08	63
29.73	69
29.74	60
29.74	63
30.29	46
30.29	70
30.91	53
30.91	61
31.71	61
32.61	44
32.95	66
33.03	60
33.30	68
33.46	75
33.91	70
34.21	68
34.22	65
34.23	61
34.31	53
34.43	65
34.43	68
34.58	77
34.60	56
34.60	61
34.92	70
35.18	66
35.19	68
35.26	60
35.45	66
35.45	68
35.60	56
35.88	65
35.88	71
36.07	82
36.08	49
36.48	56
36.55	59
36.65	65
37.09	80
37.17	71
37.17	83
37.58	80
37.65	70
37.66	51
38.03	80
38.10	70
38.13	58
38.14	54
38.14	63
38.42	80
38.49	70
38.50	42
38.77	78
38.83	69
39.11	78
39.19	61
39.19	68
39.48	78
39.55	68
39.80	77
39.88	56
39.88	67
40.14	77
40.21	56
40.21	60
40.21	66
40.51	77
40.59	66
40.60	56
40.60	60
40.86	75
40.97	49
40.97	65
41.32	75
41.32	87
41.44	56
41.44	61
41.44	65
41.44	68
41.44	73
41.55	75
41.64	73
41.79	72
41.80	43
41.80	64
42.29	70
42.43	60
42.43	70
42.79	66
42.79	68
42.87	60
43.07	66
43.07	68
43.20	75
43.56	37
43.56	70
43.83	65
43.83	68
43.93	61
43.97	53
44.08	65
44.08	68
44.23	77
44.25	65
44.26	61
44.57	56
44.57	63
44.57	70
44.84	66
44.84	68
