0.7400000000, 64.0000000000, 63.0000000000
1.4400000000, 60.0000000000, 60.0000000000
1.4400000000, 67.0000000000, 64.0000000000
1.4400000000, 72.0000000000, 67.0000000000
1.4400000000, 79.0000000000, 71.0000000000
2.1500000000, 65.0000000000, 63.0000000000
2.1500000000, 77.0000000000, 70.0000000000
2.8700000000, 56.0000000000, 58.0000000000
2.8700000000, 68.0000000000, 65.0000000000
2.8700000000, 72.0000000000, 67.0000000000
2.8700000000, 75.0000000000, 69.0000000000
4.6600000000, 62.0000000000, 61.0000000000
5.0000000000, 59.0000000000, 60.0000000000
5.0000000000, 71.0000000000, 67.0000000000
5.3800000000, 64.0000000000, 63.0000000000
5.3800000000, 76.0000000000, 70.0000000000
5.7200000000, 60.0000000000, 60.0000000000
5.7200000000, 67.0000000000, 64.0000000000
5.7200000000, 72.0000000000, 67.0000000000
5.7200000000, 79.0000000000, 71.0000000000
6.0800000000, 57.0000000000, 59.0000000000
6.4400000000, 54.0000000000, 57.0000000000
6.4400000000, 69.0000000000, 66.0000000000
6.8000000000, 63.0000000000, 62.0000000000
7.1500000000, 52.0000000000, 56.0000000000
7.1600000000, 67.0000000000, 64.0000000000
7.5200000000, 76.0000000000, 70.0000000000
7.5300000000, 64.0000000000, 63.0000000000
7.6000000000, 62.0000000000, 61.0000000000
7.6800000000, 60.0000000000, 60.0000000000
7.6900000000, 72.0000000000, 67.0000000000
7.7700000000, 59.0000000000, 60.0000000000
7.8600000000, 57.0000000000, 59.0000000000
7.8600000000, 72.0000000000, 67.0000000000
8.2200000000, 60.0000000000, 60.0000000000
8.3100000000, 59.0000000000, 60.0000000000
8.4000000000, 57.0000000000, 59.0000000000
8.4900000000, 55.0000000000, 57.0000000000
8.5800000000, 54.0000000000, 57.0000000000
8.5800000000, 63.0000000000, 62.0000000000
8.6700000000, 55.0000000000, 57.0000000000
8.7600000000, 57.0000000000, 59.0000000000
9.0200000000, 83.0000000000, 74.0000000000
9.0300000000, 55.0000000000, 57.0000000000
9.1200000000, 50.0000000000, 54.0000000000
9.1200000000, 54.0000000000, 57.0000000000
9.2100000000, 52.0000000000, 56.0000000000
9.2900000000, 51.0000000000, 55.0000000000
9.4800000000, 54.0000000000, 57.0000000000
9.7400000000, 52.0000000000, 56.0000000000
9.8200000000, 51.0000000000, 55.0000000000
9.9100000000, 49.0000000000, 54.0000000000
10.0100000000, 47.0000000000, 53.0000000000
10.3600000000, 69.0000000000, 66.0000000000
10.5400000000, 49.0000000000, 54.0000000000
10.6300000000, 51.0000000000, 55.0000000000
10.7300000000, 51.0000000000, 55.0000000000
10.7300000000, 66.0000000000, 64.0000000000
11.0700000000, 71.0000000000, 67.0000000000
11.0700000000, 83.0000000000, 74.0000000000
11.2600000000, 49.0000000000, 54.0000000000
11.3500000000, 51.0000000000, 55.0000000000
11.4400000000, 52.0000000000, 56.0000000000
11.4400000000, 64.0000000000, 63.0000000000
11.4400000000, 67.0000000000, 64.0000000000
11.8100000000, 64.0000000000, 63.0000000000
11.8100000000, 76.0000000000, 70.0000000000
11.8900000000, 52.0000000000, 56.0000000000
11.9800000000, 53.0000000000, 56.0000000000
11.9800000000, 65.0000000000, 63.0000000000
12.0600000000, 55.0000000000, 57.0000000000
12.1500000000, 45.0000000000, 52.0000000000
12.1500000000, 57.0000000000, 59.0000000000
12.1500000000, 61.0000000000, 61.0000000000
12.5100000000, 57.0000000000, 59.0000000000
12.5100000000, 69.0000000000, 66.0000000000
12.6000000000, 55.0000000000, 57.0000000000
12.6900000000, 53.0000000000, 56.0000000000
12.6900000000, 65.0000000000, 63.0000000000
12.7800000000, 52.0000000000, 56.0000000000
12.7800000000, 64.0000000000, 63.0000000000
12.8600000000, 50.0000000000, 54.0000000000
12.8600000000, 65.0000000000, 63.0000000000
13.2300000000, 62.0000000000, 61.0000000000
13.2300000000, 72.0000000000, 67.0000000000
13.3200000000, 50.0000000000, 54.0000000000
13.4100000000, 40.0000000000, 49.0000000000
13.4100000000, 52.0000000000, 56.0000000000
13.4100000000, 80.0000000000, 72.0000000000
13.5000000000, 53.0000000000, 56.0000000000
13.5000000000, 65.0000000000, 63.0000000000
13.5700000000, 55.0000000000, 57.0000000000
13.5700000000, 59.0000000000, 60.0000000000
13.5700000000, 83.0000000000, 74.0000000000
13.9400000000, 67.0000000000, 64.0000000000
14.0300000000, 53.0000000000, 56.0000000000
14.1200000000, 52.0000000000, 56.0000000000
14.2100000000, 50.0000000000, 54.0000000000
14.3100000000, 48.0000000000, 53.0000000000
14.3100000000, 64.0000000000, 63.0000000000
14.3100000000, 76.0000000000, 70.0000000000
14.6500000000, 60.0000000000, 60.0000000000
14.6500000000, 69.0000000000, 66.0000000000
14.8300000000, 50.0000000000, 54.0000000000
14.8300000000, 60.0000000000, 60.0000000000
15.0000000000, 52.0000000000, 56.0000000000
15.0000000000, 59.0000000000, 60.0000000000
15.0000000000, 76.0000000000, 70.0000000000
15.1900000000, 53.0000000000, 56.0000000000
15.2800000000, 52.0000000000, 56.0000000000
15.3800000000, 50.0000000000, 54.0000000000
15.3800000000, 68.0000000000, 65.0000000000
15.5500000000, 52.0000000000, 56.0000000000
15.7200000000, 53.0000000000, 56.0000000000
15.7200000000, 57.0000000000, 59.0000000000
15.7200000000, 72.0000000000, 67.0000000000
16.0800000000, 69.0000000000, 66.0000000000
16.1700000000, 67.0000000000, 64.0000000000
16.2600000000, 65.0000000000, 63.0000000000
16.2600000000, 77.0000000000, 70.0000000000
16.3600000000, 64.0000000000, 63.0000000000
16.4400000000, 62.0000000000, 61.0000000000
16.4400000000, 77.0000000000, 70.0000000000
16.7900000000, 65.0000000000, 63.0000000000
16.9000000000, 64.0000000000, 63.0000000000
16.9000000000, 76.0000000000, 70.0000000000
16.9800000000, 62.0000000000, 61.0000000000
17.0600000000, 60.0000000000, 60.0000000000
17.0600000000, 72.0000000000, 67.0000000000
17.0600000000, 79.0000000000, 71.0000000000
17.1500000000, 59.0000000000, 60.0000000000
17.1500000000, 68.0000000000, 65.0000000000
